68,Ravindra Jadeja,Yash Dayal,1,0,0,0,0,0,0,0
68,MS Dhoni,Yash Dayal,0,0,0,0,0,2,0,1
68,Shardul Thakur,Yash Dayal,1,1,0,0,0,0,0,0
68,MS Dhoni,Lockie Ferguson,1,3,0,0,1,0,1,0
68,Ravindra Jadeja,Lockie Ferguson,0,1,0,0,2,0,1,0
68,Ravindra Jadeja,Mohammed Siraj,2,2,2,0,1,1,0,0
68,MS Dhoni,Mohammed Siraj,0,1,0,0,0,0,1,0
68,MS Dhoni,Yash Dayal,0,1,0,0,1,0,0,0
68,Ravindra Jadeja,Yash Dayal,1,2,0,0,0,1,0,0
68,MS Dhoni,Cameron Green,1,3,0,0,0,0,0,0
68,Ravindra Jadeja,Cameron Green,0,2,0,0,0,0,0,0
68,Ravindra Jadeja,Mohammed Siraj,1,1,0,0,0,0,0,0
68,Mitchell Santner,Mohammed Siraj,0,3,0,0,0,0,0,1
68,Ravindra Jadeja,Cameron Green,0,3,0,0,1,0,1,0
68,Mitchell Santner,Cameron Green,0,1,0,0,0,0,2,0
68,Shivam Dube,Cameron Green,0,1,0,0,0,0,1,1
68,Rachin Ravindra,Glenn Maxwell,1,2,0,0,0,0,0,1
68,Shivam Dube,Glenn Maxwell,2,3,0,0,0,0,0,0
68,Rachin Ravindra,Lockie Ferguson,0,1,0,0,0,0,0,0
68,Shivam Dube,Lockie Ferguson,0,1,0,0,1,2,1,0
68,Ajinkya Rahane,Lockie Ferguson,0,0,0,0,0,0,0,1
68,Ajinkya Rahane,Swapnil Singh,0,1,0,0,0,0,0,0
68,Rachin Ravindra,Swapnil Singh,1,2,2,0,0,0,1,0
68,Rachin Ravindra,Karn Sharma,0,2,0,0,0,1,0,0
68,Ajinkya Rahane,Karn Sharma,0,2,0,0,0,0,0,0
68,Ajinkya Rahane,Swapnil Singh,0,2,0,0,0,0,0,0
68,Rachin Ravindra,Swapnil Singh,0,3,0,0,0,0,0,0
68,Rachin Ravindra,Yash Dayal,0,2,0,0,1,0,0,0
68,Ajinkya Rahane,Yash Dayal,0,3,0,0,2,0,0,0
68,Ajinkya Rahane,Glenn Maxwell,1,2,0,0,0,0,0,0
68,Rachin Ravindra,Glenn Maxwell,0,2,0,0,0,0,0,0
68,Rachin Ravindra,Mohammed Siraj,1,2,0,0,1,0,0,0
68,Ajinkya Rahane,Mohammed Siraj,0,2,0,0,0,0,0,0
68,Ajinkya Rahane,Yash Dayal,1,2,0,0,1,0,0,0
68,Daryl Mitchell,Yash Dayal,1,0,0,0,0,0,0,1
68,Daryl Mitchell,Mohammed Siraj,0,2,0,0,0,0,0,0
68,Daryl Mitchell,Glenn Maxwell,1,2,0,0,1,0,1,0
68,Rachin Ravindra,Glenn Maxwell,1,2,0,0,0,0,0,0
68,Ruturaj Gaikwad,Glenn Maxwell,0,0,0,0,0,0,0,1
68,Mahipal Lomror,Shardul Thakur,1,0,0,0,0,0,0,0
68,Cameron Green,Shardul Thakur,0,1,0,0,0,0,0,0
68,Glenn Maxwell,Shardul Thakur,0,0,2,0,1,1,0,1
68,Dinesh Karthik,Tushar Deshpande,0,2,0,0,2,1,0,1
68,Cameron Green,Tushar Deshpande,0,1,0,0,0,0,2,0
68,Cameron Green,Shardul Thakur,0,1,0,0,0,2,0,0
68,Rajat Patidar,Shardul Thakur,0,0,0,0,0,0,0,1
68,Dinesh Karthik,Shardul Thakur,0,3,0,0,0,0,0,0
68,Rajat Patidar,Tushar Deshpande,1,1,0,0,0,2,2,0
68,Cameron Green,Tushar Deshpande,0,1,0,0,0,0,0,0
68,Cameron Green,Shardul Thakur,0,1,0,0,0,1,0,0
68,Rajat Patidar,Shardul Thakur,0,2,0,0,2,1,0,0
68,Rajat Patidar,Maheesh Theekshana,0,1,0,0,0,0,0,0
68,Cameron Green,Maheesh Theekshana,2,2,0,0,1,0,0,0
68,Cameron Green,Simarjeet Singh,0,2,0,0,1,0,4,0
68,Rajat Patidar,Simarjeet Singh,0,1,0,0,1,1,0,0
68,Rajat Patidar,Mitchell Santner,0,2,0,0,0,0,0,0
68,Faf du Plessis,Mitchell Santner,0,2,0,0,0,0,0,0
68,Faf du Plessis,Maheesh Theekshana,0,2,0,0,0,0,0,0
68,Rajat Patidar,Maheesh Theekshana,1,2,0,0,0,1,0,0
68,Rajat Patidar,Ravindra Jadeja,0,1,1,0,1,1,0,0
68,Faf du Plessis,Ravindra Jadeja,0,1,0,0,0,0,0,0
68,Faf du Plessis,Mitchell Santner,0,1,0,0,0,0,0,0
68,Rajat Patidar,Mitchell Santner,2,0,0,0,0,0,0,0
68,Virat Kohli,Mitchell Santner,0,1,0,0,0,1,0,0
68,Virat Kohli,Ravindra Jadeja,2,1,0,0,0,1,0,0
68,Faf du Plessis,Ravindra Jadeja,0,1,1,0,0,0,0,0
68,Faf du Plessis,Mitchell Santner,2,,,,,,,
68,Virat Kohli,Mitchell Santner,0,1,1,0,1,0,0,0
68,Virat Kohli,Ravindra Jadeja,0,2,0,0,1,0,0,0
68,Faf du Plessis,Ravindra Jadeja,0,2,1,0,0,0,0,0
